Driver,LapNumber,LapTime,Compound,Stint,PitOutTime,PitInTime
OCO,24.0,0 days 00:01:18.337000,MEDIUM,2.0,,
OCO,25.0,0 days 00:01:18.572000,MEDIUM,2.0,,
OCO,26.0,0 days 00:01:18.264000,MEDIUM,2.0,,
OCO,27.0,0 days 00:01:19.136000,MEDIUM,2.0,,
OCO,28.0,0 days 00:01:18.606000,MEDIUM,2.0,,
OCO,29.0,0 days 00:01:34.140000,MEDIUM,2.0,,
OCO,30.0,0 days 00:02:10.988000,MEDIUM,2.0,,0 days 01:43:38.334000
OCO,31.0,0 days 00:01:28.276000,SOFT,3.0,0 days 01:44:13.714000,
OCO,32.0,0 days 00:01:19.505000,SOFT,3.0,,
OCO,33.0,0 days 00:01:18.316000,SOFT,3.0,,
OCO,34.0,0 days 00:01:20.216000,SOFT,3.0,,
OCO,35.0,0 days 00:01:17.259000,SOFT,3.0,,
OCO,36.0,0 days 00:01:17.358000,SOFT,3.0,,
OCO,37.0,0 days 00:01:17.592000,SOFT,3.0,,
OCO,38.0,0 days 00:01:18.133000,SOFT,3.0,,
OCO,39.0,0 days 00:01:20.237000,SOFT,3.0,,
OCO,40.0,0 days 00:01:17.402000,SOFT,3.0,,
OCO,41.0,0 days 00:01:18.583000,SOFT,3.0,,
OCO,42.0,0 days 00:01:18.553000,SOFT,3.0,,
OCO,43.0,0 days 00:01:16.675000,SOFT,3.0,,
OCO,44.0,0 days 00:01:33.203000,SOFT,3.0,,
OCO,45.0,0 days 00:01:17.753000,SOFT,3.0,,
OCO,46.0,0 days 00:01:18.854000,SOFT,3.0,,
OCO,47.0,0 days 00:01:19.745000,SOFT,3.0,,
OCO,48.0,0 days 00:01:18.951000,SOFT,3.0,,
OCO,49.0,0 days 00:01:17.314000,SOFT,3.0,,
OCO,50.0,0 days 00:01:32.532000,SOFT,3.0,,
OCO,51.0,0 days 00:01:38.580000,SOFT,3.0,,
OCO,52.0,0 days 00:01:20.475000,SOFT,3.0,,
OCO,53.0,0 days 00:01:18.340000,SOFT,3.0,,
OCO,54.0,0 days 00:01:16.978000,SOFT,3.0,,
OCO,55.0,0 days 00:01:18.384000,SOFT,3.0,,
OCO,56.0,0 days 00:01:16.724000,SOFT,3.0,,
OCO,57.0,0 days 00:01:16.912000,SOFT,3.0,,
OCO,58.0,0 days 00:01:16.914000,SOFT,3.0,,
OCO,59.0,0 days 00:01:16.882000,SOFT,3.0,,
OCO,60.0,0 days 00:01:16.765000,SOFT,3.0,,
OCO,61.0,0 days 00:01:17.516000,SOFT,3.0,,
OCO,62.0,0 days 00:01:16.992000,SOFT,3.0,,
OCO,63.0,0 days 00:01:16.836000,SOFT,3.0,,
OCO,64.0,0 days 00:01:16.577000,SOFT,3.0,,
OCO,65.0,0 days 00:01:16.739000,SOFT,3.0,,
OCO,66.0,0 days 00:01:16.754000,SOFT,3.0,,
COL,1.0,0 days 00:01:32.675000,MEDIUM,1.0,,
COL,2.0,0 days 00:01:22.225000,MEDIUM,1.0,,
COL,3.0,0 days 00:01:20.994000,MEDIUM,1.0,,
COL,4.0,0 days 00:01:20.043000,MEDIUM,1.0,,
COL,5.0,0 days 00:01:18.976000,MEDIUM,1.0,,
COL,6.0,0 days 00:01:18.865000,MEDIUM,1.0,,
COL,7.0,0 days 00:01:18.543000,MEDIUM,1.0,,
COL,8.0,0 days 00:01:18.287000,MEDIUM,1.0,,
COL,9.0,0 days 00:01:18.308000,MEDIUM,1.0,,
COL,10.0,0 days 00:01:18.004000,MEDIUM,1.0,,
COL,11.0,0 days 00:01:18.217000,MEDIUM,1.0,,
COL,12.0,0 days 00:01:17.702000,MEDIUM,1.0,,
COL,13.0,0 days 00:01:18.329000,MEDIUM,1.0,,
COL,14.0,0 days 00:01:17.828000,MEDIUM,1.0,,
COL,15.0,0 days 00:01:17.482000,MEDIUM,1.0,,
COL,16.0,0 days 00:01:17.292000,MEDIUM,1.0,,
COL,17.0,0 days 00:01:17.138000,MEDIUM,1.0,,
COL,18.0,0 days 00:01:17.015000,MEDIUM,1.0,,
COL,19.0,0 days 00:01:17.364000,MEDIUM,1.0,,
COL,20.0,0 days 00:01:17.018000,MEDIUM,1.0,,
COL,21.0,0 days 00:01:16.863000,MEDIUM,1.0,,
COL,22.0,0 days 00:01:17.135000,MEDIUM,1.0,,
COL,23.0,0 days 00:01:17.071000,MEDIUM,1.0,,
COL,24.0,0 days 00:01:16.828000,MEDIUM,1.0,,
COL,25.0,0 days 00:01:17.086000,MEDIUM,1.0,,
COL,26.0,0 days 00:01:17.102000,MEDIUM,1.0,,
COL,27.0,0 days 00:01:17.474000,MEDIUM,1.0,,
COL,28.0,0 days 00:01:17.065000,MEDIUM,1.0,,
COL,29.0,0 days 00:01:16.705000,MEDIUM,1.0,,
COL,30.0,0 days 00:01:48.947000,MEDIUM,1.0,,0 days 01:41:53.114000
COL,31.0,0 days 00:01:45.337000,HARD,2.0,0 days 01:42:18.680000,
COL,32.0,0 days 00:01:26.513000,HARD,2.0,,
COL,33.0,0 days 00:01:18.797000,HARD,2.0,,
COL,34.0,0 days 00:01:17.822000,HARD,2.0,,
COL,35.0,0 days 00:01:17.335000,HARD,2.0,,
COL,36.0,0 days 00:01:17.239000,HARD,2.0,,
COL,37.0,0 days 00:01:16.672000,HARD,2.0,,
COL,38.0,0 days 00:01:16.546000,HARD,2.0,,
COL,39.0,0 days 00:01:16.679000,HARD,2.0,,
COL,40.0,0 days 00:01:16.879000,HARD,2.0,,
COL,41.0,0 days 00:01:16.790000,HARD,2.0,,
COL,42.0,0 days 00:01:16.618000,HARD,2.0,,
COL,43.0,0 days 00:01:16.926000,HARD,2.0,,
COL,44.0,0 days 00:01:16.249000,HARD,2.0,,
COL,45.0,0 days 00:01:30.323000,HARD,2.0,,
COL,46.0,0 days 00:01:19.597000,HARD,2.0,,
COL,47.0,0 days 00:01:16.621000,HARD,2.0,,
COL,48.0,0 days 00:01:16.610000,HARD,2.0,,
COL,49.0,0 days 00:01:16.537000,HARD,2.0,,
COL,50.0,0 days 00:01:16.310000,HARD,2.0,,
COL,51.0,0 days 00:01:16.253000,HARD,2.0,,
COL,52.0,0 days 00:01:42.944000,HARD,2.0,,
COL,53.0,0 days 00:01:27.366000,HARD,2.0,,
COL,54.0,0 days 00:01:17.677000,HARD,2.0,,
COL,55.0,0 days 00:01:16.809000,HARD,2.0,,
COL,56.0,0 days 00:01:17.930000,HARD,2.0,,
COL,57.0,0 days 00:01:16.511000,HARD,2.0,,
COL,58.0,0 days 00:01:16.368000,HARD,2.0,,
COL,59.0,0 days 00:01:16.087000,HARD,2.0,,
COL,60.0,0 days 00:01:16.190000,HARD,2.0,,
COL,61.0,0 days 00:01:18.473000,HARD,2.0,,
COL,62.0,0 days 00:01:15.765000,HARD,2.0,,
COL,63.0,0 days 00:01:16.286000,HARD,2.0,,
COL,64.0,0 days 00:01:16.045000,HARD,2.0,,
COL,65.0,0 days 00:01:15.980000,HARD,2.0,,
COL,66.0,0 days 00:01:16.141000,HARD,2.0,,
COL,67.0,0 days 00:01:15.462000,HARD,2.0,,
HAM,1.0,0 days 00:01:28.522000,SOFT,1.0,,
HAM,2.0,0 days 00:01:20.670000,SOFT,1.0,,
HAM,3.0,0 days 00:01:19.708000,SOFT,1.0,,
HAM,4.0,0 days 00:01:17.993000,SOFT,1.0,,
HAM,5.0,0 days 00:01:17.455000,SOFT,1.0,,
HAM,6.0,0 days 00:01:17.014000,SOFT,1.0,,
HAM,7.0,0 days 00:01:16.982000,SOFT,1.0,,
HAM,8.0,0 days 00:01:16.661000,SOFT,1.0,,
HAM,9.0,0 days 00:01:17.920000,SOFT,1.0,,
HAM,10.0,0 days 00:01:16.420000,SOFT,1.0,,
HAM,11.0,0 days 00:01:16.463000,SOFT,1.0,,
HAM,12.0,0 days 00:01:16.227000,SOFT,1.0,,
HAM,13.0,0 days 00:01:16.482000,SOFT,1.0,,
HAM,14.0,0 days 00:01:16.398000,SOFT,1.0,,
HAM,15.0,0 days 00:01:16.259000,SOFT,1.0,,
HAM,16.0,0 days 00:01:16.007000,SOFT,1.0,,
HAM,17.0,0 days 00:01:16.068000,SOFT,1.0,,
HAM,18.0,0 days 00:01:16.171000,SOFT,1.0,,
HAM,19.0,0 days 00:01:16.064000,SOFT,1.0,,
HAM,20.0,0 days 00:01:15.961000,SOFT,1.0,,
HAM,21.0,0 days 00:01:16.853000,SOFT,1.0,,
HAM,22.0,0 days 00:01:20.199000,SOFT,1.0,,
HAM,23.0,0 days 00:01:16.484000,SOFT,1.0,,
HAM,24.0,0 days 00:01:16.503000,SOFT,1.0,,
HAM,25.0,0 days 00:01:16.404000,SOFT,1.0,,
HAM,26.0,0 days 00:01:16.433000,SOFT,1.0,,
HAM,27.0,0 days 00:01:16.415000,SOFT,1.0,,
HAM,28.0,0 days 00:01:16.180000,SOFT,1.0,,
HAM,29.0,0 days 00:01:16.374000,SOFT,1.0,,
HAM,30.0,0 days 00:01:18.973000,SOFT,1.0,,
HAM,31.0,0 days 00:02:02.954000,SOFT,1.0,,0 days 01:42:53.424000
HAM,32.0,0 days 00:01:36.411000,MEDIUM,2.0,0 days 01:43:19.361000,
HAM,33.0,0 days 00:01:17.975000,MEDIUM,2.0,,
HAM,34.0,0 days 00:01:16.498000,MEDIUM,2.0,,
HAM,35.0,0 days 00:01:15.772000,MEDIUM,2.0,,
HAM,36.0,0 days 00:01:15.650000,MEDIUM,2.0,,
HAM,37.0,0 days 00:01:15.285000,MEDIUM,2.0,,
HAM,38.0,0 days 00:01:15.553000,MEDIUM,2.0,,
HAM,39.0,0 days 00:01:15.386000,MEDIUM,2.0,,
HAM,40.0,0 days 00:01:15.139000,MEDIUM,2.0,,
HAM,41.0,0 days 00:01:15.457000,MEDIUM,2.0,,
HAM,42.0,0 days 00:01:15.243000,MEDIUM,2.0,,
HAM,43.0,0 days 00:01:15.285000,MEDIUM,2.0,,
HAM,44.0,0 days 00:01:15.208000,MEDIUM,2.0,,
HAM,45.0,0 days 00:01:14.960000,MEDIUM,2.0,,
HAM,46.0,0 days 00:01:32.168000,MEDIUM,2.0,,
HAM,47.0,0 days 00:01:15.411000,MEDIUM,2.0,,
HAM,48.0,0 days 00:01:14.914000,MEDIUM,2.0,,
HAM,49.0,0 days 00:01:15.186000,MEDIUM,2.0,,
HAM,50.0,0 days 00:01:15.381000,MEDIUM,2.0,,
HAM,51.0,0 days 00:01:14.962000,MEDIUM,2.0,,
HAM,52.0,0 days 00:01:19.569000,MEDIUM,2.0,,
HAM,53.0,0 days 00:01:42.768000,MEDIUM,2.0,,
HAM,54.0,0 days 00:01:21.045000,MEDIUM,2.0,,
HAM,55.0,0 days 00:01:15.090000,MEDIUM,2.0,,
HAM,56.0,0 days 00:01:15.172000,MEDIUM,2.0,,
HAM,57.0,0 days 00:01:15.983000,MEDIUM,2.0,,
HAM,58.0,0 days 00:01:15.459000,MEDIUM,2.0,,
HAM,59.0,0 days 00:01:15.145000,MEDIUM,2.0,,
HAM,60.0,0 days 00:01:14.751000,MEDIUM,2.0,,
HAM,61.0,0 days 00:01:14.573000,MEDIUM,2.0,,
HAM,62.0,0 days 00:01:15.116000,MEDIUM,2.0,,
HAM,63.0,0 days 00:01:14.890000,MEDIUM,2.0,,
HAM,64.0,0 days 00:01:15.069000,MEDIUM,2.0,,
HAM,65.0,0 days 00:01:14.689000,MEDIUM,2.0,,
HAM,66.0,0 days 00:01:14.801000,MEDIUM,2.0,,
HAM,67.0,0 days 00:01:14.699000,MEDIUM,2.0,,
HAM,68.0,0 days 00:01:14.646000,MEDIUM,2.0,,
BOR,1.0,0 days 00:01:35.549000,INTERMEDIATE,1.0,,
BOR,2.0,0 days 00:01:47.354000,INTERMEDIATE,1.0,,0 days 01:05:28.994000
BOR,3.0,0 days 00:01:27.141000,SOFT,2.0,0 days 01:05:57.110000,
BOR,4.0,0 days 00:01:21.219000,SOFT,2.0,,
BOR,5.0,0 days 00:01:19.840000,SOFT,2.0,,
BOR,6.0,0 days 00:01:19.308000,SOFT,2.0,,
BOR,7.0,0 days 00:01:18.545000,SOFT,2.0,,
BOR,8.0,0 days 00:01:18.516000,SOFT,2.0,,
BOR,9.0,0 days 00:01:18.353000,SOFT,2.0,,
BOR,10.0,0 days 00:01:17.931000,SOFT,2.0,,
BOR,11.0,0 days 00:01:18.468000,SOFT,2.0,,
BOR,12.0,0 days 00:01:18.445000,SOFT,2.0,,
BOR,13.0,0 days 00:01:18.279000,SOFT,2.0,,
BOR,14.0,0 days 00:01:17.698000,SOFT,2.0,,
BOR,15.0,0 days 00:01:17.904000,SOFT,2.0,,
BOR,16.0,0 days 00:01:17.752000,SOFT,2.0,,
BOR,17.0,0 days 00:01:17.701000,SOFT,2.0,,
BOR,18.0,0 days 00:01:34.414000,SOFT,2.0,,0 days 01:26:54.006000
BOR,19.0,0 days 00:01:25.108000,MEDIUM,3.0,0 days 01:27:18.599000,
BOR,20.0,0 days 00:01:18.990000,MEDIUM,3.0,,
BOR,21.0,0 days 00:01:19.980000,MEDIUM,3.0,,
BOR,22.0,0 days 00:01:18.210000,MEDIUM,3.0,,
BOR,23.0,0 days 00:01:17.711000,MEDIUM,3.0,,
BOR,24.0,0 days 00:01:17.483000,MEDIUM,3.0,,
BOR,25.0,0 days 00:01:17.683000,MEDIUM,3.0,,
BOR,26.0,0 days 00:01:17.708000,MEDIUM,3.0,,
BOR,27.0,0 days 00:01:17.971000,MEDIUM,3.0,,
BOR,28.0,0 days 00:01:17.356000,MEDIUM,3.0,,
BOR,29.0,0 days 00:01:30.324000,MEDIUM,3.0,,
BOR,30.0,0 days 00:01:44.804000,MEDIUM,3.0,,
BOR,31.0,0 days 00:01:32.626000,MEDIUM,3.0,,
BOR,32.0,0 days 00:01:18.791000,MEDIUM,3.0,,
BOR,33.0,0 days 00:01:17.815000,MEDIUM,3.0,,
BOR,34.0,0 days 00:01:17.508000,MEDIUM,3.0,,
BOR,35.0,0 days 00:01:17.109000,MEDIUM,3.0,,
BOR,36.0,0 days 00:01:16.863000,MEDIUM,3.0,,
BOR,37.0,0 days 00:01:16.684000,MEDIUM,3.0,,
BOR,38.0,0 days 00:01:16.549000,MEDIUM,3.0,,
BOR,39.0,0 days 00:01:16.418000,MEDIUM,3.0,,
BOR,40.0,0 days 00:01:16.615000,MEDIUM,3.0,,
BOR,41.0,0 days 00:01:16.627000,MEDIUM,3.0,,
BOR,42.0,0 days 00:01:16.402000,MEDIUM,3.0,,
BOR,43.0,0 days 00:01:18.144000,MEDIUM,3.0,,
BOR,44.0,0 days 00:01:25.754000,MEDIUM,3.0,,
BOR,45.0,0 days 00:01:24.257000,MEDIUM,3.0,,
BOR,46.0,0 days 00:01:16.663000,MEDIUM,3.0,,
BOR,47.0,0 days 00:01:16.657000,MEDIUM,3.0,,
BOR,48.0,0 days 00:01:16.266000,MEDIUM,3.0,,
BOR,49.0,0 days 00:01:16.762000,MEDIUM,3.0,,
BOR,50.0,0 days 00:01:16.221000,MEDIUM,3.0,,
BOR,51.0,0 days 00:01:36.971000,MEDIUM,3.0,,
BOR,52.0,0 days 00:01:36.299000,MEDIUM,3.0,,
BOR,53.0,0 days 00:01:17.669000,MEDIUM,3.0,,
BOR,54.0,0 days 00:01:17.121000,MEDIUM,3.0,,
BOR,55.0,0 days 00:01:16.951000,MEDIUM,3.0,,
BOR,56.0,0 days 00:01:16.730000,MEDIUM,3.0,,
BOR,57.0,0 days 00:01:16.799000,MEDIUM,3.0,,
BOR,58.0,0 days 00:01:16.699000,MEDIUM,3.0,,
BOR,59.0,0 days 00:01:16.371000,MEDIUM,3.0,,
BOR,60.0,0 days 00:01:16.569000,MEDIUM,3.0,,
BOR,61.0,0 days 00:01:17.325000,MEDIUM,3.0,,
BOR,62.0,0 days 00:01:16.933000,MEDIUM,3.0,,
BOR,63.0,0 days 00:01:17.439000,MEDIUM,3.0,,
BOR,64.0,0 days 00:01:20.499000,MEDIUM,3.0,,
BOR,65.0,0 days 00:01:16.487000,MEDIUM,3.0,,
BOR,66.0,0 days 00:01:16.576000,MEDIUM,3.0,,
SAI,1.0,0 days 00:01:38.114000,INTERMEDIATE,1.0,,
SAI,2.0,0 days 00:01:42.459000,INTERMEDIATE,1.0,,0 days 01:05:30.088000
SAI,3.0,0 days 00:01:26.386000,MEDIUM,2.0,0 days 01:05:54.704000,
SAI,4.0,0 days 00:01:19.821000,MEDIUM,2.0,,
SAI,5.0,0 days 00:01:18.605000,MEDIUM,2.0,,
SAI,6.0,0 days 00:01:18.184000,MEDIUM,2.0,,
SAI,7.0,0 days 00:01:18.136000,MEDIUM,2.0,,
SAI,8.0,0 days 00:01:17.973000,MEDIUM,2.0,,
SAI,9.0,0 days 00:01:17.596000,MEDIUM,2.0,,
SAI,10.0,0 days 00:01:17.368000,MEDIUM,2.0,,
SAI,11.0,0 days 00:01:17.454000,MEDIUM,2.0,,
SAI,12.0,0 days 00:01:18.394000,MEDIUM,2.0,,
SAI,13.0,0 days 00:01:17.618000,MEDIUM,2.0,,
SAI,14.0,0 days 00:01:17.046000,MEDIUM,2.0,,
SAI,15.0,0 days 00:01:18.961000,MEDIUM,2.0,,
SAI,16.0,0 days 00:01:17.544000,MEDIUM,2.0,,
SAI,17.0,0 days 00:01:17.221000,MEDIUM,2.0,,
SAI,18.0,0 days 00:01:17.169000,MEDIUM,2.0,,
SAI,19.0,0 days 00:01:17.479000,MEDIUM,2.0,,
SAI,20.0,0 days 00:01:17.132000,MEDIUM,2.0,,
SAI,21.0,0 days 00:01:17.224000,MEDIUM,2.0,,
SAI,22.0,0 days 00:01:17.215000,MEDIUM,2.0,,
SAI,23.0,0 days 00:01:16.998000,MEDIUM,2.0,,
SAI,24.0,0 days 00:01:17.140000,MEDIUM,2.0,,
SAI,25.0,0 days 00:01:16.837000,MEDIUM,2.0,,
SAI,26.0,0 days 00:01:16.655000,MEDIUM,2.0,,
SAI,27.0,0 days 00:01:16.989000,MEDIUM,2.0,,
SAI,28.0,0 days 00:01:17.059000,MEDIUM,2.0,,
SAI,29.0,0 days 00:01:16.736000,MEDIUM,2.0,,
SAI,30.0,0 days 00:01:56.283000,MEDIUM,2.0,,0 days 01:42:28.362000
SAI,31.0,0 days 00:01:44.583000,MEDIUM,3.0,0 days 01:42:53.970000,
SAI,32.0,0 days 00:01:19.792000,MEDIUM,3.0,,
SAI,33.0,0 days 00:01:18.600000,MEDIUM,3.0,,
SAI,34.0,0 days 00:01:18.742000,MEDIUM,3.0,,
SAI,35.0,0 days 00:01:17.168000,MEDIUM,3.0,,
SAI,36.0,0 days 00:01:16.599000,MEDIUM,3.0,,
SAI,37.0,0 days 00:01:18.961000,MEDIUM,3.0,,
SAI,38.0,0 days 00:01:16.517000,MEDIUM,3.0,,
SAI,39.0,0 days 00:01:16.764000,MEDIUM,3.0,,
SAI,40.0,0 days 00:01:18.422000,MEDIUM,3.0,,
SAI,41.0,0 days 00:01:16.652000,MEDIUM,3.0,,
SAI,42.0,0 days 00:01:16.832000,MEDIUM,3.0,,
SAI,43.0,0 days 00:01:16.403000,MEDIUM,3.0,,
SAI,44.0,0 days 00:01:18.501000,MEDIUM,3.0,,
SAI,45.0,0 days 00:01:34.901000,MEDIUM,3.0,,
SAI,46.0,0 days 00:01:16.467000,MEDIUM,3.0,,
SAI,47.0,0 days 00:01:16.984000,MEDIUM,3.0,,
SAI,48.0,0 days 00:01:16.314000,MEDIUM,3.0,,
SAI,49.0,0 days 00:01:16.509000,MEDIUM,3.0,,
SAI,50.0,0 days 00:01:16.313000,MEDIUM,3.0,,
SAI,51.0,0 days 00:01:32.657000,MEDIUM,3.0,,
SAI,52.0,0 days 00:01:37.976000,MEDIUM,3.0,,
SAI,53.0,0 days 00:01:17.762000,MEDIUM,3.0,,
SAI,54.0,0 days 00:01:16.764000,MEDIUM,3.0,,
SAI,55.0,0 days 00:01:16.854000,MEDIUM,3.0,,
SAI,56.0,0 days 00:01:16.091000,MEDIUM,3.0,,
SAI,57.0,0 days 00:01:16.319000,MEDIUM,3.0,,
SAI,58.0,0 days 00:01:17.244000,MEDIUM,3.0,,
SAI,59.0,0 days 00:01:16.331000,MEDIUM,3.0,,
