Driver,LapNumber,LapTime,Compound,Stint,PitOutTime,PitInTime
SAI,60.0,0 days 00:01:16.034000,MEDIUM,3.0,,
SAI,61.0,0 days 00:01:17.440000,MEDIUM,3.0,,
SAI,62.0,0 days 00:01:16.497000,MEDIUM,3.0,,
SAI,63.0,0 days 00:01:16.373000,MEDIUM,3.0,,
SAI,64.0,0 days 00:01:15.888000,MEDIUM,3.0,,
SAI,65.0,0 days 00:01:15.852000,MEDIUM,3.0,,
SAI,66.0,0 days 00:01:19.410000,MEDIUM,3.0,,
SAI,67.0,0 days 00:01:16.460000,MEDIUM,3.0,,
HAD,1.0,0 days 00:01:31.557000,SOFT,1.0,,
HAD,2.0,0 days 00:01:20.676000,SOFT,1.0,,
HAD,3.0,0 days 00:01:19.281000,SOFT,1.0,,
HAD,4.0,0 days 00:01:18.960000,SOFT,1.0,,
HAD,5.0,0 days 00:01:17.913000,SOFT,1.0,,
HAD,6.0,0 days 00:01:17.838000,SOFT,1.0,,
HAD,7.0,0 days 00:01:17.164000,SOFT,1.0,,
HAD,8.0,0 days 00:01:16.882000,SOFT,1.0,,
HAD,9.0,0 days 00:01:16.898000,SOFT,1.0,,
HAD,10.0,0 days 00:01:16.362000,SOFT,1.0,,
HAD,11.0,0 days 00:01:16.222000,SOFT,1.0,,
HAD,12.0,0 days 00:01:16.662000,SOFT,1.0,,
HAD,13.0,0 days 00:01:17.060000,SOFT,1.0,,
HAD,14.0,0 days 00:01:17.466000,SOFT,1.0,,
HAD,15.0,0 days 00:01:16.841000,SOFT,1.0,,
HAD,16.0,0 days 00:01:16.537000,SOFT,1.0,,
HAD,17.0,0 days 00:01:16.499000,SOFT,1.0,,
HAD,18.0,0 days 00:01:16.732000,SOFT,1.0,,
HAD,19.0,0 days 00:01:16.475000,SOFT,1.0,,
HAD,20.0,0 days 00:01:16.515000,SOFT,1.0,,
HAD,21.0,0 days 00:01:16.282000,SOFT,1.0,,
HAD,22.0,0 days 00:01:16.322000,SOFT,1.0,,
HAD,23.0,0 days 00:01:16.176000,SOFT,1.0,,
HAD,24.0,0 days 00:01:16.427000,SOFT,1.0,,
HAD,25.0,0 days 00:01:16.560000,SOFT,1.0,,
HAD,26.0,0 days 00:01:16.153000,SOFT,1.0,,
HAD,27.0,0 days 00:01:16.318000,SOFT,1.0,,
HAD,28.0,0 days 00:01:16.629000,SOFT,1.0,,
HAD,29.0,0 days 00:01:17.093000,SOFT,1.0,,
HAD,30.0,0 days 00:01:22.318000,SOFT,1.0,,
HAD,31.0,0 days 00:01:57.518000,SOFT,1.0,,0 days 01:42:57.689000
HAD,32.0,0 days 00:01:36.382000,MEDIUM,2.0,0 days 01:43:22.424000,
HAD,33.0,0 days 00:01:18.694000,MEDIUM,2.0,,
HAD,34.0,0 days 00:01:17.350000,MEDIUM,2.0,,
HAD,35.0,0 days 00:01:16.482000,MEDIUM,2.0,,
HAD,36.0,0 days 00:01:16.026000,MEDIUM,2.0,,
HAD,37.0,0 days 00:01:15.459000,MEDIUM,2.0,,
HAD,38.0,0 days 00:01:15.412000,MEDIUM,2.0,,
HAD,39.0,0 days 00:01:16.512000,MEDIUM,2.0,,
HAD,40.0,0 days 00:01:16.248000,MEDIUM,2.0,,
HAD,41.0,0 days 00:01:15.615000,MEDIUM,2.0,,
HAD,42.0,0 days 00:01:15.781000,MEDIUM,2.0,,
HAD,43.0,0 days 00:01:15.463000,MEDIUM,2.0,,
HAD,44.0,0 days 00:01:15.749000,MEDIUM,2.0,,
HAD,45.0,0 days 00:01:15.361000,MEDIUM,2.0,,
HAD,46.0,0 days 00:01:31.100000,MEDIUM,2.0,,
HAD,47.0,0 days 00:01:16.888000,MEDIUM,2.0,,
HAD,48.0,0 days 00:01:15.575000,MEDIUM,2.0,,
HAD,49.0,0 days 00:01:15.673000,MEDIUM,2.0,,
HAD,50.0,0 days 00:01:15.566000,MEDIUM,2.0,,
HAD,51.0,0 days 00:01:15.511000,MEDIUM,2.0,,
HAD,52.0,0 days 00:01:50.309000,MEDIUM,2.0,,0 days 02:10:34.905000
HAD,53.0,0 days 00:01:37.681000,SOFT,3.0,0 days 02:11:09.610000,
HAD,54.0,0 days 00:01:17.624000,SOFT,3.0,,
HAD,55.0,0 days 00:01:15.995000,SOFT,3.0,,
HAD,56.0,0 days 00:01:15.163000,SOFT,3.0,,
HAD,57.0,0 days 00:01:15.010000,SOFT,3.0,,
HAD,58.0,0 days 00:01:14.758000,SOFT,3.0,,
HAD,59.0,0 days 00:01:15.255000,SOFT,3.0,,
HAD,60.0,0 days 00:01:15.008000,SOFT,3.0,,
HAD,61.0,0 days 00:01:15.049000,SOFT,3.0,,
HAD,62.0,0 days 00:01:42.996000,SOFT,3.0,,0 days 02:23:59.361000
HAD,63.0,0 days 00:01:19.543000,SOFT,4.0,0 days 02:24:34.208000,
HAD,64.0,0 days 00:01:15.399000,SOFT,4.0,,
HAD,65.0,0 days 00:01:15.010000,SOFT,4.0,,
HAD,66.0,0 days 00:01:16.230000,SOFT,4.0,,
HAD,67.0,0 days 00:01:14.578000,SOFT,4.0,,
RUS,1.0,0 days 00:01:27.965000,SOFT,1.0,,
RUS,2.0,0 days 00:01:20.925000,SOFT,1.0,,
RUS,3.0,0 days 00:01:19.420000,SOFT,1.0,,
RUS,4.0,0 days 00:01:17.945000,SOFT,1.0,,
RUS,5.0,0 days 00:01:17.034000,SOFT,1.0,,
RUS,6.0,0 days 00:01:16.365000,SOFT,1.0,,
RUS,7.0,0 days 00:01:16.584000,SOFT,1.0,,
RUS,8.0,0 days 00:01:16.105000,SOFT,1.0,,
RUS,9.0,0 days 00:01:15.796000,SOFT,1.0,,
RUS,10.0,0 days 00:01:15.778000,SOFT,1.0,,
RUS,11.0,0 days 00:01:15.572000,SOFT,1.0,,
RUS,12.0,0 days 00:01:16.804000,SOFT,1.0,,
RUS,13.0,0 days 00:01:17.341000,SOFT,1.0,,
RUS,14.0,0 days 00:01:16.192000,SOFT,1.0,,
RUS,15.0,0 days 00:01:15.791000,SOFT,1.0,,
RUS,16.0,0 days 00:01:15.477000,SOFT,1.0,,
RUS,17.0,0 days 00:01:16.545000,SOFT,1.0,,
RUS,18.0,0 days 00:01:15.735000,SOFT,1.0,,
RUS,19.0,0 days 00:01:15.576000,SOFT,1.0,,
RUS,20.0,0 days 00:01:15.538000,SOFT,1.0,,
RUS,21.0,0 days 00:01:15.759000,SOFT,1.0,,
RUS,22.0,0 days 00:01:16.657000,SOFT,1.0,,
RUS,23.0,0 days 00:01:15.877000,SOFT,1.0,,
RUS,24.0,0 days 00:01:16.828000,SOFT,1.0,,
RUS,25.0,0 days 00:01:17.038000,SOFT,1.0,,
RUS,26.0,0 days 00:01:16.321000,SOFT,1.0,,
RUS,27.0,0 days 00:01:16.273000,SOFT,1.0,,
RUS,28.0,0 days 00:01:16.272000,SOFT,1.0,,
RUS,29.0,0 days 00:01:15.541000,SOFT,1.0,,
RUS,30.0,,SOFT,1.0,,
BOT,1.0,0 days 00:01:38.731000,INTERMEDIATE,1.0,,
BOT,2.0,0 days 00:01:27.677000,INTERMEDIATE,1.0,,
BOT,3.0,0 days 00:01:47.804000,INTERMEDIATE,1.0,,0 days 01:07:00.092000
BOT,4.0,0 days 00:01:26.794000,SOFT,2.0,0 days 01:07:28.382000,
BOT,5.0,0 days 00:01:22.238000,SOFT,2.0,,
BOT,6.0,0 days 00:01:21.040000,SOFT,2.0,,
BOT,7.0,0 days 00:01:20.289000,SOFT,2.0,,
BOT,8.0,0 days 00:01:19.925000,SOFT,2.0,,
BOT,9.0,0 days 00:01:39.439000,SOFT,2.0,,0 days 01:15:33.182000
BOT,10.0,0 days 00:01:26.030000,MEDIUM,3.0,0 days 01:15:58.036000,
BOT,11.0,0 days 00:01:19.917000,MEDIUM,3.0,,
BOT,12.0,0 days 00:01:22.238000,MEDIUM,3.0,,
BOT,13.0,0 days 00:01:22.743000,MEDIUM,3.0,,
BOT,14.0,0 days 00:01:19.361000,MEDIUM,3.0,,
BOT,15.0,0 days 00:01:19.225000,MEDIUM,3.0,,
BOT,16.0,0 days 00:01:19.532000,MEDIUM,3.0,,
BOT,17.0,0 days 00:01:21.843000,MEDIUM,3.0,,
BOT,18.0,0 days 00:01:21.105000,MEDIUM,3.0,,
BOT,19.0,0 days 00:01:19.691000,MEDIUM,3.0,,
BOT,20.0,0 days 00:01:22.553000,MEDIUM,3.0,,
BOT,21.0,0 days 00:01:19.490000,MEDIUM,3.0,,
BOT,22.0,0 days 00:01:20.964000,MEDIUM,3.0,,
BOT,23.0,0 days 00:01:20.472000,MEDIUM,3.0,,
BOT,24.0,0 days 00:01:21.847000,MEDIUM,3.0,,
BOT,25.0,0 days 00:01:20.573000,MEDIUM,3.0,,
BOT,26.0,0 days 00:01:19.458000,MEDIUM,3.0,,
BOT,27.0,0 days 00:01:19.336000,MEDIUM,3.0,,
BOT,28.0,0 days 00:01:30.428000,MEDIUM,3.0,,
BOT,29.0,0 days 00:02:01.776000,MEDIUM,3.0,,0 days 01:43:22.299000
BOT,30.0,0 days 00:01:29.383000,SOFT,4.0,0 days 01:43:46.692000,
BOT,31.0,0 days 00:01:21.147000,SOFT,4.0,,
BOT,32.0,0 days 00:01:19.967000,SOFT,4.0,,
BOT,33.0,0 days 00:01:19.163000,SOFT,4.0,,
BOT,34.0,0 days 00:01:19.240000,SOFT,4.0,,
BOT,35.0,0 days 00:01:18.995000,SOFT,4.0,,
BOT,36.0,0 days 00:01:18.887000,SOFT,4.0,,
BOT,37.0,0 days 00:01:19.661000,SOFT,4.0,,
BOT,38.0,0 days 00:01:18.929000,SOFT,4.0,,
BOT,39.0,0 days 00:01:18.775000,SOFT,4.0,,
BOT,40.0,0 days 00:01:18.856000,SOFT,4.0,,
BOT,41.0,0 days 00:01:19.059000,SOFT,4.0,,
BOT,42.0,0 days 00:01:19.412000,SOFT,4.0,,
BOT,43.0,0 days 00:01:39.542000,SOFT,4.0,,
BOT,44.0,0 days 00:01:22.115000,SOFT,4.0,,
BOT,45.0,0 days 00:01:19.104000,SOFT,4.0,,
BOT,46.0,0 days 00:01:25.292000,SOFT,4.0,,
BOT,47.0,0 days 00:01:20.282000,SOFT,4.0,,
BOT,48.0,0 days 00:01:18.670000,SOFT,4.0,,
BOT,49.0,0 days 00:01:59.523000,SOFT,4.0,,0 days 02:11:01.607000
BOT,50.0,0 days 00:01:39.569000,MEDIUM,5.0,0 days 02:11:32.655000,
BOT,51.0,0 days 00:01:21.586000,MEDIUM,5.0,,
BOT,52.0,0 days 00:01:22.701000,MEDIUM,5.0,,
BOT,53.0,0 days 00:01:21.685000,MEDIUM,5.0,,
BOT,54.0,0 days 00:01:19.358000,MEDIUM,5.0,,
BOT,55.0,0 days 00:01:18.557000,MEDIUM,5.0,,
BOT,56.0,0 days 00:01:21.066000,MEDIUM,5.0,,
BOT,57.0,0 days 00:01:18.281000,MEDIUM,5.0,,
BOT,58.0,0 days 00:01:19.584000,MEDIUM,5.0,,
BOT,59.0,0 days 00:01:17.725000,MEDIUM,5.0,,
BOT,60.0,0 days 00:01:18.083000,MEDIUM,5.0,,
BOT,61.0,0 days 00:01:18.111000,MEDIUM,5.0,,
BOT,62.0,0 days 00:01:18.251000,MEDIUM,5.0,,
BOT,63.0,0 days 00:01:18.005000,MEDIUM,5.0,,
BOT,64.0,0 days 00:01:18.065000,MEDIUM,5.0,,
PIA,1.0,0 days 00:01:45.524000,INTERMEDIATE,1.0,,0 days 01:03:55.522000
PIA,2.0,0 days 00:01:24.619000,MEDIUM,2.0,0 days 01:04:19.635000,
PIA,3.0,0 days 00:01:21.819000,MEDIUM,2.0,,
PIA,4.0,0 days 00:01:20.774000,MEDIUM,2.0,,
PIA,5.0,0 days 00:01:19.266000,MEDIUM,2.0,,
PIA,6.0,0 days 00:01:17.969000,MEDIUM,2.0,,
PIA,7.0,0 days 00:01:17.405000,MEDIUM,2.0,,
PIA,8.0,0 days 00:01:17.763000,MEDIUM,2.0,,
PIA,9.0,0 days 00:01:17.857000,MEDIUM,2.0,,
PIA,10.0,0 days 00:01:17.837000,MEDIUM,2.0,,
PIA,11.0,0 days 00:01:16.989000,MEDIUM,2.0,,
PIA,12.0,0 days 00:01:49.686000,MEDIUM,2.0,,0 days 01:18:45.068000
PIA,13.0,0 days 00:01:23.843000,MEDIUM,3.0,0 days 01:19:21.703000,
PIA,14.0,0 days 00:01:17.666000,MEDIUM,3.0,,
PIA,15.0,0 days 00:01:19.199000,MEDIUM,3.0,,
PIA,16.0,0 days 00:01:17.308000,MEDIUM,3.0,,
PIA,17.0,0 days 00:01:17.165000,MEDIUM,3.0,,
PIA,18.0,0 days 00:01:16.666000,MEDIUM,3.0,,
PIA,19.0,0 days 00:01:17.523000,MEDIUM,3.0,,
PIA,20.0,0 days 00:01:16.616000,MEDIUM,3.0,,
PIA,21.0,0 days 00:01:16.292000,MEDIUM,3.0,,
PIA,22.0,0 days 00:01:16.727000,MEDIUM,3.0,,
PIA,23.0,0 days 00:01:17.369000,MEDIUM,3.0,,
PIA,24.0,0 days 00:01:20.247000,MEDIUM,3.0,,
PIA,25.0,0 days 00:01:17.005000,MEDIUM,3.0,,
PIA,26.0,0 days 00:01:16.780000,MEDIUM,3.0,,
PIA,27.0,0 days 00:01:17.204000,MEDIUM,3.0,,
PIA,28.0,0 days 00:01:16.492000,MEDIUM,3.0,,
PIA,29.0,0 days 00:01:26.676000,MEDIUM,3.0,,
PIA,30.0,0 days 00:01:43.050000,MEDIUM,3.0,,
PIA,31.0,0 days 00:01:41.004000,MEDIUM,3.0,,
PIA,32.0,0 days 00:01:19.429000,MEDIUM,3.0,,
PIA,33.0,0 days 00:01:20.594000,MEDIUM,3.0,,
PIA,34.0,0 days 00:01:17.313000,MEDIUM,3.0,,
PIA,35.0,0 days 00:01:16.941000,MEDIUM,3.0,,
PIA,36.0,0 days 00:01:16.379000,MEDIUM,3.0,,
PIA,37.0,0 days 00:01:16.534000,MEDIUM,3.0,,
PIA,38.0,0 days 00:01:16.536000,MEDIUM,3.0,,
PIA,39.0,0 days 00:01:16.550000,MEDIUM,3.0,,
PIA,40.0,0 days 00:01:16.727000,MEDIUM,3.0,,
PIA,41.0,0 days 00:01:16.624000,MEDIUM,3.0,,
PIA,42.0,0 days 00:01:16.010000,MEDIUM,3.0,,
PIA,43.0,0 days 00:01:15.943000,MEDIUM,3.0,,
PIA,44.0,0 days 00:01:18.606000,MEDIUM,3.0,,
PIA,45.0,0 days 00:01:31.327000,MEDIUM,3.0,,
PIA,46.0,0 days 00:01:17.189000,MEDIUM,3.0,,
PIA,47.0,0 days 00:01:16.428000,MEDIUM,3.0,,
PIA,48.0,0 days 00:01:17.053000,MEDIUM,3.0,,
PIA,49.0,0 days 00:01:16.264000,MEDIUM,3.0,,
PIA,50.0,0 days 00:01:15.801000,MEDIUM,3.0,,
PIA,51.0,0 days 00:02:00.121000,MEDIUM,3.0,,0 days 02:10:58.956000
PIA,52.0,0 days 00:01:35.146000,SOFT,4.0,0 days 02:11:34.799000,
PIA,53.0,0 days 00:01:18.397000,SOFT,4.0,,
PIA,54.0,0 days 00:01:17.137000,SOFT,4.0,,
PIA,55.0,0 days 00:01:16.686000,SOFT,4.0,,
PIA,56.0,0 days 00:01:15.934000,SOFT,4.0,,
PIA,57.0,0 days 00:01:15.655000,SOFT,4.0,,
PIA,58.0,0 days 00:01:16.439000,SOFT,4.0,,
PIA,59.0,0 days 00:01:16.208000,SOFT,4.0,,
PIA,60.0,0 days 00:01:17.477000,SOFT,4.0,,
PIA,61.0,0 days 00:01:15.456000,SOFT,4.0,,
PIA,62.0,0 days 00:01:16.343000,SOFT,4.0,,
PIA,63.0,0 days 00:01:15.883000,SOFT,4.0,,
PIA,64.0,0 days 00:01:15.942000,SOFT,4.0,,
PIA,65.0,0 days 00:01:16.575000,SOFT,4.0,,
PIA,66.0,0 days 00:01:18.470000,SOFT,4.0,,
BEA,1.0,0 days 00:01:35.294000,SOFT,1.0,,
BEA,2.0,0 days 00:01:23.857000,SOFT,1.0,,
BEA,3.0,0 days 00:01:21.748000,SOFT,1.0,,
BEA,4.0,0 days 00:01:21.581000,SOFT,1.0,,
BEA,5.0,0 days 00:01:20.063000,SOFT,1.0,,
BEA,6.0,0 days 00:01:19.321000,SOFT,1.0,,
BEA,7.0,0 days 00:01:19.630000,SOFT,1.0,,
BEA,8.0,0 days 00:01:18.890000,SOFT,1.0,,
BEA,9.0,0 days 00:01:18.093000,SOFT,1.0,,
BEA,10.0,0 days 00:01:17.929000,SOFT,1.0,,
BEA,11.0,0 days 00:01:19.752000,SOFT,1.0,,
BEA,12.0,0 days 00:01:20.302000,SOFT,1.0,,
BEA,13.0,0 days 00:01:18.524000,SOFT,1.0,,
BEA,14.0,0 days 00:01:18.205000,SOFT,1.0,,
BEA,15.0,0 days 00:01:17.509000,SOFT,1.0,,
BEA,16.0,0 days 00:01:18.120000,SOFT,1.0,,
BEA,17.0,0 days 00:01:17.520000,SOFT,1.0,,
BEA,18.0,0 days 00:01:17.463000,SOFT,1.0,,
BEA,19.0,0 days 00:01:17.589000,SOFT,1.0,,
BEA,20.0,0 days 00:01:17.646000,SOFT,1.0,,
BEA,21.0,0 days 00:01:17.485000,SOFT,1.0,,
BEA,22.0,0 days 00:01:17.450000,SOFT,1.0,,
BEA,23.0,0 days 00:01:17.629000,SOFT,1.0,,
BEA,24.0,0 days 00:01:17.264000,SOFT,1.0,,
BEA,25.0,0 days 00:01:17.397000,SOFT,1.0,,
BEA,26.0,0 days 00:01:17.519000,SOFT,1.0,,
BEA,27.0,0 days 00:01:17.670000,SOFT,1.0,,
BEA,28.0,0 days 00:01:17.374000,SOFT,1.0,,
BEA,29.0,0 days 00:01:17.283000,SOFT,1.0,,
BEA,30.0,0 days 00:02:13.826000,SOFT,1.0,,0 days 01:42:19.133000
BEA,31.0,0 days 00:01:41.901000,MEDIUM,2.0,0 days 01:43:04.080000,
BEA,32.0,0 days 00:01:19.115000,MEDIUM,2.0,,
BEA,33.0,0 days 00:01:19.528000,MEDIUM,2.0,,
BEA,34.0,0 days 00:01:17.265000,MEDIUM,2.0,,
BEA,35.0,0 days 00:01:17.425000,MEDIUM,2.0,,
BEA,36.0,0 days 00:01:16.870000,MEDIUM,2.0,,
BEA,37.0,0 days 00:01:18.083000,MEDIUM,2.0,,
BEA,38.0,0 days 00:01:16.736000,MEDIUM,2.0,,
BEA,39.0,0 days 00:01:16.558000,MEDIUM,2.0,,
BEA,40.0,0 days 00:01:17.257000,MEDIUM,2.0,,
BEA,41.0,0 days 00:01:18.957000,MEDIUM,2.0,,
BEA,42.0,0 days 00:01:16.677000,MEDIUM,2.0,,
BEA,43.0,0 days 00:01:16.481000,MEDIUM,2.0,,
BEA,44.0,0 days 00:01:16.490000,MEDIUM,2.0,,
BEA,45.0,0 days 00:01:31.974000,MEDIUM,2.0,,
BEA,46.0,0 days 00:01:16.852000,MEDIUM,2.0,,
BEA,47.0,0 days 00:01:16.695000,MEDIUM,2.0,,
BEA,48.0,0 days 00:01:16.592000,MEDIUM,2.0,,
BEA,49.0,0 days 00:01:17.743000,MEDIUM,2.0,,
BEA,50.0,0 days 00:01:16.581000,MEDIUM,2.0,,
BEA,51.0,0 days 00:01:32.476000,MEDIUM,2.0,,
BEA,52.0,0 days 00:01:38.186000,MEDIUM,2.0,,
BEA,53.0,0 days 00:01:18.029000,MEDIUM,2.0,,
BEA,54.0,0 days 00:01:16.912000,MEDIUM,2.0,,
BEA,55.0,0 days 00:01:16.488000,MEDIUM,2.0,,
BEA,56.0,0 days 00:01:16.293000,MEDIUM,2.0,,
BEA,57.0,0 days 00:01:16.270000,MEDIUM,2.0,,
BEA,58.0,0 days 00:01:17.322000,MEDIUM,2.0,,
BEA,59.0,0 days 00:01:16.750000,MEDIUM,2.0,,
BEA,60.0,0 days 00:01:16.503000,MEDIUM,2.0,,
BEA,61.0,0 days 00:01:16.572000,MEDIUM,2.0,,
BEA,62.0,0 days 00:01:16.663000,MEDIUM,2.0,,
BEA,63.0,0 days 00:01:16.376000,MEDIUM,2.0,,
BEA,64.0,0 days 00:01:16.002000,MEDIUM,2.0,,
BEA,65.0,0 days 00:01:16.189000,MEDIUM,2.0,,
BEA,66.0,0 days 00:01:16.015000,MEDIUM,2.0,,
BEA,67.0,0 days 00:01:16.048000,MEDIUM,2.0,,
